Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
The Sims 2: Ikea Home Stuff,PC,2008.0,Simulation,Electronic Arts,0.0,0.07,0.0,0.02,0.08
X3: Terran Conflict,PC,2008.0,Simulation,Deep Silver,0.0,0.02,0.0,0.01,0.03
MySims,PC,2008.0,Simulation,Electronic Arts,0.0,0.02,0.0,0.0,0.03
Littlest Pet Shop,PC,2008.0,Simulation,Electronic Arts,0.0,0.02,0.0,0.0,0.02
Dance Dance Revolution X,PS2,2008.0,Simulation,Konami Digital Entertainment,0.85,0.66,0.01,0.22,1.75
Dance Dance Revolution: Disney Channel Edition,PS2,2008.0,Simulation,Konami Digital Entertainment,0.12,0.09,0.0,0.03,0.24
BeatMania IIDX 14 Gold,PS2,2008.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
BeatMania IIDX 15: DJ Troopers,PS2,2008.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
Armored Core: For Answer,PS3,2008.0,Simulation,Ubisoft,0.06,0.02,0.1,0.01,0.19
Macross Ace Frontier,PSP,2008.0,Simulation,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16
World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto,PSP,2008.0,Simulation,fonfun,0.0,0.0,0.02,0.0,0.02
Animal Crossing: City Folk,Wii,2008.0,Simulation,Nintendo,1.87,1.12,1.32,0.37,4.68
Dance Dance Revolution: Hottest Party 2,Wii,2008.0,Simulation,Konami Digital Entertainment,0.95,0.48,0.01,0.15,1.6
MySims Kingdom,Wii,2008.0,Simulation,Electronic Arts,0.71,0.65,0.01,0.17,1.53
Cooking Mama: World Kitchen,Wii,2008.0,Simulation,505 Games,0.51,0.28,0.01,0.08,0.88
Harvest Moon: Animal Parade,Wii,2008.0,Simulation,Rising Star Games,0.6,0.09,0.02,0.05,0.76
We Cheer,Wii,2008.0,Simulation,505 Games,0.48,0.0,0.0,0.04,0.53
SimCity Creator,Wii,2008.0,Simulation,Electronic Arts,0.37,0.03,0.04,0.04,0.48
Petz Sports,Wii,2008.0,Simulation,Ubisoft,0.42,0.01,0.0,0.04,0.47
Littlest Pet Shop,Wii,2008.0,Simulation,Electronic Arts,0.34,0.04,0.0,0.03,0.41
Imagine: Party Babyz,Wii,2008.0,Simulation,Ubisoft,0.34,0.02,0.0,0.03,0.39
Build-A-Bear Workshop: A Friend Fur All Seasons,Wii,2008.0,Simulation,Game Factory,0.34,0.0,0.0,0.03,0.37
Hell's Kitchen: The Game,Wii,2008.0,Simulation,Ubisoft,0.3,0.0,0.0,0.03,0.33
Harvest Moon: Magical Melody,Wii,2008.0,Simulation,Rising Star Games,0.25,0.04,0.0,0.03,0.31
WWII Aces,Wii,2008.0,Simulation,Destineer,0.27,0.0,0.0,0.02,0.29
Purr Pals,Wii,2008.0,Simulation,Deep Silver,0.27,0.0,0.0,0.02,0.29
Petz: Crazy Monkeyz,Wii,2008.0,Simulation,Ubisoft,0.23,0.0,0.0,0.02,0.26
Petz Rescue: Wildlife Vet,Wii,2008.0,Simulation,Ubisoft,0.21,0.0,0.0,0.02,0.23
Iron Chef America: Supreme Cuisine,Wii,2008.0,Simulation,Destineer,0.16,0.0,0.0,0.01,0.17
Zoo Hospital,Wii,2008.0,Simulation,Majesco Entertainment,0.14,0.01,0.0,0.01,0.17
Horse Life Adventures,Wii,2008.0,Simulation,Deep Silver,0.13,0.01,0.0,0.01,0.15
Pet Pals: Animal Doctor,Wii,2008.0,Simulation,JoWood Productions,0.13,0.0,0.0,0.01,0.14
Wild Earth: African Safari,Wii,2008.0,Simulation,Majesco Entertainment,0.11,0.02,0.0,0.01,0.14
The Sky Crawlers: Innocent Aces,Wii,2008.0,Simulation,Namco Bandai Games,0.09,0.02,0.01,0.01,0.13
Help Wanted: 50 Wacky Jobs,Wii,2008.0,Simulation,Hudson Soft,0.06,0.04,0.0,0.01,0.11
Help Wanted: 50 Wacky Jobs (jp sales),Wii,2008.0,Simulation,Hudson Soft,0.0,0.01,0.01,0.0,0.01
Viva Pinata: Trouble in Paradise,X360,2008.0,Simulation,Microsoft Game Studios,0.16,0.25,0.01,0.05,0.48
Dance Dance Revolution Universe 3,X360,2008.0,Simulation,Konami Digital Entertainment,0.28,0.0,0.0,0.02,0.3
Armored Core: For Answer,X360,2008.0,Simulation,Ubisoft,0.06,0.01,0.07,0.01,0.15
Mario & Sonic at the Olympic Games,DS,2008.0,Sports,Sega,1.64,2.48,0.44,0.58,5.14
My Weight Loss Coach,DS,2008.0,Sports,Ubisoft,0.3,0.54,0.0,0.11,0.96
Personal Trainer: Walking,DS,2008.0,Sports,Nintendo,0.22,0.32,0.17,0.07,0.79
Sega Superstars Tennis,DS,2008.0,Sports,Sega,0.29,0.37,0.0,0.08,0.75
Barbie Horse Adventures: Riding Camp,DS,2008.0,Sports,Activision,0.51,0.0,0.0,0.04,0.55
FIFA Soccer 09,DS,2008.0,Sports,Electronic Arts,0.12,0.31,0.0,0.06,0.49
Ener-G: Gym Rockets,DS,2008.0,Sports,Ubisoft,0.36,0.0,0.0,0.03,0.39
Madden NFL 09,DS,2008.0,Sports,Electronic Arts,0.3,0.0,0.0,0.03,0.33
Derby Stallion DS,DS,2008.0,Sports,Enterbrain,0.0,0.0,0.32,0.0,0.32
Power Pro Kun Pocket 11,DS,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.29,0.0,0.29
All Star Cheer Squad,DS,2008.0,Sports,THQ,0.26,0.0,0.0,0.02,0.28
Shaun White Snowboarding,DS,2008.0,Sports,Ubisoft,0.21,0.0,0.0,0.02,0.23
Saka-Tsuku DS: Touch and Direct,DS,2008.0,Sports,Sega,0.0,0.0,0.23,0.0,0.23
Tony Hawk's Motion,DS,2008.0,Sports,Activision,0.19,0.0,0.0,0.02,0.21
Pro Yakyuu Team o Tsukurou!,DS,2008.0,Sports,Sega,0.0,0.0,0.19,0.0,0.19
Skate it,DS,2008.0,Sports,Electronic Arts,0.14,0.02,0.0,0.01,0.18
Ener-G: Dance Squad,DS,2008.0,Sports,Ubisoft,0.15,0.0,0.0,0.01,0.16
Ener-G Horse Riders,DS,2008.0,Sports,Ubisoft,0.14,0.01,0.0,0.01,0.16
Super Dodgeball Brawlers,DS,2008.0,Sports,Arc System Works,0.13,0.0,0.0,0.01,0.14
Back At The Barnyard: Slop Bucket Games,DS,2008.0,Sports,THQ,0.12,0.0,0.0,0.01,0.14
Backyard Baseball '09,DS,2008.0,Sports,Atari,0.12,0.0,0.0,0.01,0.13
Major League Baseball 2K8 Fantasy All-Stars,DS,2008.0,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12
Tecmo Bowl: Kickoff,DS,2008.0,Sports,Tecmo Koei,0.11,0.0,0.0,0.01,0.12
Football Director DS,DS,2008.0,Sports,Pinnacle,0.0,0.1,0.0,0.0,0.1
FIFA Street 3,DS,2008.0,Sports,Electronic Arts,0.07,0.02,0.0,0.01,0.09
World Championship Games: A Track & Field Event,DS,2008.0,Sports,Ghostlight,0.08,0.0,0.0,0.01,0.09
New International Track & Field,DS,2008.0,Sports,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08
Backyard NFL Football '09,DS,2008.0,Sports,Atari,0.07,0.0,0.0,0.01,0.08
AMF Bowling Pinbusters!,DS,2008.0,Sports,Vir2L Studios,0.06,0.0,0.0,0.0,0.07
My Horse & Me: Riding for Gold,DS,2008.0,Sports,Atari,0.05,0.01,0.0,0.01,0.07
Winter Sports 2: The Next Challenge,DS,2008.0,Sports,RTL,0.04,0.02,0.0,0.01,0.06
Little League World Series Baseball 2008,DS,2008.0,Sports,Activision,0.06,0.0,0.0,0.0,0.06
MLB Power Pros 2008,DS,2008.0,Sports,Take-Two Interactive,0.05,0.0,0.0,0.0,0.06
Real Soccer 2009,DS,2008.0,Sports,Ubisoft,0.05,0.0,0.0,0.0,0.06
Princess on Ice,DS,2008.0,Sports,505 Games,0.04,0.01,0.0,0.0,0.05
Super Dodgeball Brawlers (jp sales),DS,2008.0,Sports,Arc System Works,0.0,0.0,0.03,0.0,0.03
Major Dream: Major DS Dream Baseball,DS,2008.0,Sports,Takara Tomy,0.0,0.0,0.02,0.0,0.02
Tennis no Oji-Sama: Driving Smash! Side King,DS,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
Polar Bowler,DS,2008.0,Sports,Mumbo Jumbo,0.02,0.0,0.0,0.0,0.02
Chou!! Super Nep League DS,DS,2008.0,Sports,Jaleco,0.0,0.0,0.02,0.0,0.02
Fab 5 Soccer,DS,2008.0,Sports,Destineer,0.01,0.0,0.0,0.0,0.01
FIFA Soccer 09,PC,2008.0,Sports,Electronic Arts,0.0,0.02,0.0,0.0,0.02
NHL 09,PC,2008.0,Sports,Electronic Arts,0.0,0.02,0.0,0.0,0.02
Summer Athletics,PC,2008.0,Sports,DTP Entertainment,0.0,0.01,0.0,0.0,0.01
PES 2009: Pro Evolution Soccer,PS2,2008.0,Sports,Konami Digital Entertainment,0.13,0.07,0.26,2.05,2.5
FIFA Soccer 09,PS2,2008.0,Sports,Electronic Arts,0.38,0.07,0.01,1.82,2.28
Madden NFL 09,PS2,2008.0,Sports,Electronic Arts,1.22,0.0,0.0,0.27,1.49
NCAA Football 09,PS2,2008.0,Sports,Electronic Arts,0.4,0.02,0.0,0.07,0.48
MLB 08: The Show,PS2,2008.0,Sports,Sony Computer Entertainment,0.35,0.01,0.0,0.06,0.42
Cabela's Legendary Adventures,PS2,2008.0,Sports,Activision,0.21,0.16,0.0,0.05,0.42
NBA 2K9,PS2,2008.0,Sports,Take-Two Interactive,0.34,0.01,0.0,0.06,0.41
NBA Live 09,PS2,2008.0,Sports,Electronic Arts,0.32,0.01,0.01,0.05,0.39
Sega Superstars Tennis,PS2,2008.0,Sports,Sega,0.1,0.0,0.0,0.28,0.38
Tiger Woods PGA Tour 09,PS2,2008.0,Sports,Electronic Arts,0.16,0.0,0.0,0.21,0.37
UEFA Euro 2008 Austria-Switzerland,PS2,2008.0,Sports,Electronic Arts,0.03,0.0,0.0,0.28,0.32
Shaun White Snowboarding,PS2,2008.0,Sports,Ubisoft,0.15,0.12,0.0,0.04,0.31
NCAA Basketball 09,PS2,2008.0,Sports,Electronic Arts,0.14,0.11,0.0,0.04,0.28
Jikkyou Powerful Pro Yakyuu 15,PS2,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.24,0.0,0.24
J-League Winning Eleven 2008: Club Championship,PS2,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.22,0.0,0.22
PBR: Out of the Chute,PS2,2008.0,Sports,Crave Entertainment,0.1,0.08,0.0,0.03,0.2
Barbie Horse Adventures: Riding Camp,PS2,2008.0,Sports,Activision,0.09,0.07,0.0,0.02,0.19
Summer Athletics: The Ultimate Challenge,PS2,2008.0,Sports,DTP Entertainment,0.0,0.0,0.0,0.18,0.18
Cabela's Dangerous Hunts 2009,PS2,2008.0,Sports,Activision Value,0.09,0.07,0.0,0.02,0.18
Pro Yaky? Spirits 5,PS2,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.18,0.0,0.18
Backyard NFL Football '09,PS2,2008.0,Sports,Atari,0.08,0.07,0.0,0.02,0.17
NBA 09: The Inside,PS2,2008.0,Sports,Sony Computer Entertainment,0.08,0.06,0.0,0.02,0.17
MLB Power Pros 2008,PS2,2008.0,Sports,Konami Digital Entertainment,0.05,0.04,0.05,0.01,0.15
NHL 09,PS2,2008.0,Sports,Electronic Arts,0.07,0.06,0.0,0.02,0.15
Major League Baseball 2K8,PS2,2008.0,Sports,Bethesda Softworks,0.07,0.06,0.0,0.02,0.15
NHL 2K9,PS2,2008.0,Sports,Take-Two Interactive,0.07,0.05,0.0,0.02,0.13
Winter Sports 2: The Next Challenge,PS2,2008.0,Sports,Conspiracy Entertainment,0.04,0.03,0.0,0.01,0.08
Pro Yakyuu Spirits 5 Kanzenban,PS2,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
Backyard Baseball '09,PS2,2008.0,Sports,Atari,0.01,0.01,0.0,0.0,0.02
Winning Post 7 Maximum 2008,PS2,2008.0,Sports,Tecmo Koei,0.0,0.0,0.01,0.0,0.01
FIFA Soccer 09,PS3,2008.0,Sports,Electronic Arts,0.48,1.63,0.04,0.43,2.59
PES 2009: Pro Evolution Soccer,PS3,2008.0,Sports,Konami Digital Entertainment,0.11,1.34,0.4,0.26,2.11
Madden NFL 09,PS3,2008.0,Sports,Electronic Arts,1.56,0.15,0.0,0.18,1.89
Beijing 2008,PS3,2008.0,Sports,Sega,0.14,0.54,0.01,0.18,0.87
MLB 08: The Show,PS3,2008.0,Sports,Sony Computer Entertainment,0.64,0.0,0.0,0.05,0.7
Shaun White Snowboarding,PS3,2008.0,Sports,Ubisoft,0.31,0.24,0.01,0.1,0.66
Tiger Woods PGA Tour 09,PS3,2008.0,Sports,Electronic Arts,0.34,0.22,0.0,0.1,0.66
NBA 2K9,PS3,2008.0,Sports,Take-Two Interactive,0.56,0.0,0.0,0.05,0.61
NCAA Football 09,PS3,2008.0,Sports,Electronic Arts,0.54,0.0,0.0,0.04,0.58
NBA Live 09,PS3,2008.0,Sports,Electronic Arts,0.46,0.0,0.02,0.04,0.52
UEFA Euro 2008 Austria-Switzerland,PS3,2008.0,Sports,Electronic Arts,0.08,0.27,0.0,0.06,0.41
Sega Superstars Tennis,PS3,2008.0,Sports,Sega,0.13,0.2,0.0,0.08,0.4
NHL 09,PS3,2008.0,Sports,Electronic Arts,0.29,0.02,0.0,0.03,0.34
FIFA Street 3,PS3,2008.0,Sports,Electronic Arts,0.08,0.18,0.0,0.06,0.33
Major League Baseball 2K8,PS3,2008.0,Sports,Bethesda Softworks,0.28,0.0,0.0,0.02,0.31
Rapala Fishing Frenzy 2009,PS3,2008.0,Sports,Activision,0.16,0.0,0.0,0.01,0.17
NCAA Basketball 09,PS3,2008.0,Sports,Electronic Arts,0.15,0.0,0.0,0.01,0.17
Blitz: The League II,PS3,2008.0,Sports,Midway Games,0.11,0.03,0.0,0.02,0.16
NBA 09: The Inside,PS3,2008.0,Sports,Sony Computer Entertainment,0.14,0.0,0.0,0.01,0.15
NFL Head Coach 09,PS3,2008.0,Sports,Electronic Arts,0.13,0.0,0.0,0.01,0.14
NHL 2K9,PS3,2008.0,Sports,Take-Two Interactive,0.11,0.01,0.0,0.01,0.13
NBA Ballers: Chosen One,PS3,2008.0,Sports,Midway Games,0.12,0.0,0.0,0.01,0.13
Cabela's Dangerous Hunts 2009,PS3,2008.0,Sports,Activision Value,0.12,0.0,0.0,0.01,0.13
NFL Tour,PS3,2008.0,Sports,Electronic Arts,0.1,0.01,0.0,0.01,0.12
Pro Yaky? Spirits 5,PS3,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11
Pro Yakyuu Spirits 5 Kanzenban,PS3,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
Winning Post 7 Maximum 2008,PS3,2008.0,Sports,Tecmo Koei,0.0,0.0,0.01,0.0,0.01
G1 Jockey 4 2008,PS3,2008.0,Sports,Tecmo Koei,0.0,0.01,0.0,0.0,0.01
FIFA Soccer 09,PSP,2008.0,Sports,Electronic Arts,0.23,0.73,0.02,0.37,1.35
Pro Evolution Soccer 2008,PSP,2008.0,Sports,Konami Digital Entertainment,0.02,0.53,0.19,0.25,0.98
Madden NFL 09,PSP,2008.0,Sports,Electronic Arts,0.65,0.0,0.0,0.06,0.71
Football Manager Handheld 2009,PSP,2008.0,Sports,Sega,0.0,0.47,0.0,0.02,0.49
NBA Live 09,PSP,2008.0,Sports,Electronic Arts,0.23,0.07,0.03,0.06,0.39
Tiger Woods PGA Tour 09,PSP,2008.0,Sports,Electronic Arts,0.07,0.19,0.0,0.1,0.36
MLB 08: The Show,PSP,2008.0,Sports,Sony Computer Entertainment,0.3,0.0,0.0,0.02,0.33
Shaun White Snowboarding,PSP,2008.0,Sports,Ubisoft,0.26,0.03,0.0,0.03,0.32
Jikkyou Powerful Pro Yakyuu Portable 3,PSP,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.31,0.0,0.31
UEFA Euro 2008 Austria-Switzerland,PSP,2008.0,Sports,Electronic Arts,0.06,0.13,0.0,0.06,0.25
NCAA Football 09,PSP,2008.0,Sports,Electronic Arts,0.21,0.0,0.0,0.02,0.23
Cabela's Legendary Adventures,PSP,2008.0,Sports,Activision,0.16,0.0,0.0,0.01,0.17
NBA 09: The Inside,PSP,2008.0,Sports,Sony Computer Entertainment,0.16,0.0,0.0,0.01,0.17
Deca Sports,Wii,2008.0,Sports,Konami Digital Entertainment,1.13,0.87,0.29,0.25,2.54
My Fitness Coach,Wii,2008.0,Sports,Ubisoft,1.2,0.9,0.0,0.24,2.34
Mario Super Sluggers,Wii,2008.0,Sports,Nintendo,1.51,0.0,0.29,0.12,1.93
We Ski,Wii,2008.0,Sports,Namco Bandai Games,0.99,0.42,0.14,0.15,1.7
Shaun White Snowboarding: Road Trip,Wii,2008.0,Sports,Ubisoft,0.94,0.57,0.0,0.17,1.67
Big Beach Sports,Wii,2008.0,Sports,THQ,0.45,1.02,0.0,0.2,1.67
Carnival Games: Mini Golf,Wii,2008.0,Sports,Take-Two Interactive,0.87,0.56,0.0,0.15,1.58
Active Life: Outdoor Challenge,Wii,2008.0,Sports,Atari,0.79,0.44,0.19,0.14,1.55
Tiger Woods PGA Tour 09 All-Play,Wii,2008.0,Sports,Electronic Arts,0.81,0.48,0.0,0.14,1.43
Gold's Gym: Cardio Workout,Wii,2008.0,Sports,Ubisoft,1.11,0.04,0.06,0.09,1.31
Jillian Michaels' Fitness Ultimatum 2009,Wii,2008.0,Sports,Deep Silver,0.96,0.2,0.0,0.11,1.27
Pro Evolution Soccer 2008,Wii,2008.0,Sports,Konami Digital Entertainment,0.09,0.84,0.11,0.15,1.19
Sega Superstars Tennis,Wii,2008.0,Sports,Sega,0.28,0.65,0.0,0.13,1.06
We Ski & Snowboard,Wii,2008.0,Sports,Atari,0.38,0.29,0.15,0.08,0.9
FIFA Soccer 09 All-Play,Wii,2008.0,Sports,Electronic Arts,0.29,0.52,0.0,0.09,0.9
Madden NFL 09 All-Play,Wii,2008.0,Sports,Electronic Arts,0.78,0.01,0.0,0.07,0.85
All Star Cheer Squad,Wii,2008.0,Sports,THQ,0.43,0.29,0.0,0.08,0.8
Summer Sports: Paradise Island (Others sales),Wii,2008.0,Sports,Ubisoft,0.0,0.66,0.0,0.01,0.67
Skate it,Wii,2008.0,Sports,Electronic Arts,0.51,0.04,0.0,0.05,0.59
Summer Sports: Paradise Island,Wii,2008.0,Sports,Ubisoft,0.49,0.02,0.0,0.04,0.55
Sega Bass Fishing,Wii,2008.0,Sports,Sega,0.46,0.01,0.0,0.04,0.51
Celebrity Sports Showdown,Wii,2008.0,Sports,Electronic Arts,0.18,0.22,0.0,0.05,0.45
Winter Sports 2: The Next Challenge,Wii,2008.0,Sports,RTL,0.18,0.19,0.0,0.04,0.41
Cabela's Dangerous Hunts 2009,Wii,2008.0,Sports,Activision Value,0.36,0.0,0.0,0.03,0.38
North American Hunting Extravaganza,Wii,2008.0,Sports,Zushi Games,0.33,0.0,0.0,0.03,0.36
AMF Bowling World Lanes,Wii,2008.0,Sports,Bethesda Softworks,0.33,0.0,0.0,0.03,0.36
Gold's Gym: Cardio Workout (Others sales),Wii,2008.0,Sports,Ubisoft,0.0,0.3,0.0,0.02,0.32
Summer Athletics: The Ultimate Challenge (US sales),Wii,2008.0,Sports,DTP Entertainment,0.23,0.04,0.0,0.0,0.27
Summer Sports 2: Island Sports Party,Wii,2008.0,Sports,Ubisoft,0.24,0.0,0.0,0.02,0.27
PDC World Championship Darts 2008,Wii,2008.0,Sports,Oxygen Interactive,0.02,0.21,0.0,0.01,0.24
Rapala's Fishing Frenzy,Wii,2008.0,Sports,Activision,0.2,0.0,0.0,0.02,0.22
NBA Live 09 All-Play,Wii,2008.0,Sports,Electronic Arts,0.19,0.01,0.0,0.02,0.22
Summer Athletics: The Ultimate Challenge (Others sales),Wii,2008.0,Sports,DTP Entertainment,0.0,0.2,0.0,0.01,0.22
Backyard NFL Football '09,Wii,2008.0,Sports,Atari,0.2,0.0,0.0,0.02,0.21
Barbie Horse Adventures: Riding Camp,Wii,2008.0,Sports,Activision,0.18,0.0,0.0,0.01,0.2
Cabela's Legendary Adventures,Wii,2008.0,Sports,Activision,0.17,0.0,0.0,0.01,0.18
NCAA Football 09 All-Play,Wii,2008.0,Sports,Electronic Arts,0.16,0.0,0.0,0.01,0.17
Gallop & Ride!,Wii,2008.0,Sports,THQ,0.14,0.0,0.0,0.01,0.15
Major League Baseball 2K8,Wii,2008.0,Sports,Take-Two Interactive,0.13,0.0,0.0,0.01,0.14
MLB Power Pros 2008,Wii,2008.0,Sports,Konami Digital Entertainment,0.12,0.0,0.01,0.01,0.13
PBR: Out of the Chute,Wii,2008.0,Sports,Crave Entertainment,0.12,0.0,0.0,0.01,0.13
Kidz Sports: Crazy Golf,Wii,2008.0,Sports,Data Design Interactive,0.11,0.0,0.0,0.01,0.13
Skate City Heroes,Wii,2008.0,Sports,Zoo Digital Publishing,0.11,0.0,0.0,0.01,0.12
Little League World Series Baseball 2008,Wii,2008.0,Sports,Activision,0.09,0.0,0.0,0.01,0.1
Big League Sports,Wii,2008.0,Sports,Activision,0.09,0.01,0.0,0.01,0.1
King of Clubs: Mini Golf,Wii,2008.0,Sports,Oxygen Interactive,0.09,0.0,0.0,0.01,0.1
Championship Foosball,Wii,2008.0,Sports,505 Games,0.09,0.0,0.0,0.01,0.09
Ski and Shoot,Wii,2008.0,Sports,RTL,0.04,0.04,0.0,0.01,0.09
MLB Superstars,Wii,2008.0,Sports,Take-Two Interactive,0.08,0.0,0.0,0.01,0.09
Jikkyou Powerful Pro Yakyuu 15,Wii,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08
NHL 2K9,Wii,2008.0,Sports,Take-Two Interactive,0.06,0.0,0.0,0.01,0.07
Cabela's Trophy Bucks,Wii,2008.0,Sports,Activision Value,0.06,0.0,0.0,0.0,0.06
My Horse & Me: Riding for Gold,Wii,2008.0,Sports,Atari,0.04,0.02,0.0,0.0,0.06
Backyard Baseball '09,Wii,2008.0,Sports,Atari,0.04,0.0,0.0,0.0,0.04
Pro Yakyuu Family Stadium,Wii,2008.0,Sports,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
Mesaze!! Tsuri Master: Sekai ni Challenge! Hen,Wii,2008.0,Sports,Hudson Soft,0.0,0.0,0.02,0.0,0.02
Ten Pin Alley 2,Wii,2008.0,Sports,XS Games,0.02,0.0,0.0,0.0,0.02
Major Dream: Major Wii Nagero! Gyroball!!,Wii,2008.0,Sports,Takara Tomy,0.0,0.0,0.01,0.0,0.01
Family Jockey,Wii,2008.0,Sports,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01
Sega Superstars Tennis,X360,2008.0,Sports,Sega,1.75,0.86,0.0,0.28,2.9
Madden NFL 09,X360,2008.0,Sports,Electronic Arts,2.21,0.12,0.0,0.2,2.54
FIFA Soccer 09,X360,2008.0,Sports,Electronic Arts,0.49,1.26,0.01,0.18,1.94
NBA 2K9,X360,2008.0,Sports,Take-Two Interactive,1.0,0.16,0.0,0.11,1.27
PES 2009: Pro Evolution Soccer,X360,2008.0,Sports,Konami Digital Entertainment,0.13,0.76,0.03,0.09,1.0
NCAA Football 09,X360,2008.0,Sports,Electronic Arts,0.65,0.0,0.0,0.05,0.71
NBA Live 09,X360,2008.0,Sports,Electronic Arts,0.5,0.14,0.0,0.07,0.71
Tiger Woods PGA Tour 09,X360,2008.0,Sports,Electronic Arts,0.35,0.23,0.0,0.07,0.65
Major League Baseball 2K8,X360,2008.0,Sports,Bethesda Softworks,0.56,0.0,0.0,0.05,0.61
Beijing 2008,X360,2008.0,Sports,Sega,0.15,0.38,0.0,0.07,0.59
NHL 09,X360,2008.0,Sports,Electronic Arts,0.45,0.01,0.0,0.04,0.5
UEFA Euro 2008 Austria-Switzerland,X360,2008.0,Sports,Electronic Arts,0.08,0.23,0.0,0.03,0.35
FIFA Street 3,X360,2008.0,Sports,Electronic Arts,0.12,0.14,0.0,0.03,0.3
Don King Presents: Prizefighter,X360,2008.0,Sports,Take-Two Interactive,0.14,0.08,0.0,0.02,0.25
NCAA Basketball 09,X360,2008.0,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.22
NBA Ballers: Chosen One,X360,2008.0,Sports,Midway Games,0.17,0.0,0.0,0.01,0.19
NHL 2K9,X360,2008.0,Sports,Take-Two Interactive,0.15,0.01,0.0,0.01,0.17
Cabela's Dangerous Hunts 2009,X360,2008.0,Sports,Activision,0.12,0.0,0.0,0.01,0.13
NFL Head Coach 09,X360,2008.0,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.11
Blitz: The League II,X360,2008.0,Sports,Midway Games,0.08,0.01,0.0,0.01,0.1
NFL Tour,X360,2008.0,Sports,Electronic Arts,0.09,0.0,0.0,0.01,0.1
Winter Sports 2: The Next Challenge,X360,2008.0,Sports,RTL,0.06,0.01,0.0,0.01,0.07
Deadliest Catch: Alaskan Storm,X360,2008.0,Sports,Navarre Corp,0.04,0.0,0.0,0.0,0.05
Rapala Fishing Frenzy 2009,X360,2008.0,Sports,Activision,0.04,0.0,0.0,0.0,0.05
Summer Athletics: The Ultimate Challenge,X360,2008.0,Sports,DTP Entertainment,0.02,0.01,0.0,0.0,0.03
Madden NFL 09,XB,2008.0,Sports,Electronic Arts,0.13,0.04,0.0,0.01,0.18
Battle of Giants: Dinosaurs,DS,2008.0,Strategy,Ubisoft,0.38,0.37,0.0,0.09,0.83
Sid Meier's Civilization Revolution,DS,2008.0,Strategy,Take-Two Interactive,0.38,0.03,0.02,0.04,0.46
Zoo Tycoon 2 DS,DS,2008.0,Strategy,THQ,0.24,0.03,0.0,0.02,0.3
Age of Empires: Mythologies,DS,2008.0,Strategy,THQ,0.17,0.03,0.0,0.02,0.22
Ninjatown,DS,2008.0,Strategy,SouthPeak Games,0.12,0.0,0.0,0.01,0.14
Culdcept DS,DS,2008.0,Strategy,Sega,0.0,0.0,0.1,0.0,0.1
Populous DS,DS,2008.0,Strategy,Rising Star Games,0.07,0.0,0.02,0.01,0.1
Wordmaster,DS,2008.0,Strategy,Zoo Digital Publishing,0.09,0.0,0.0,0.01,0.09
Tom Clancy's EndWar,DS,2008.0,Strategy,Ubisoft,0.08,0.01,0.0,0.01,0.09
Lock's Quest,DS,2008.0,Strategy,THQ,0.08,0.0,0.0,0.01,0.09
Ultimate Card Games DS,DS,2008.0,Strategy,Telegames,0.08,0.0,0.0,0.01,0.08
Robocalypse,DS,2008.0,Strategy,Tecmo Koei,0.07,0.0,0.0,0.0,0.07
San Goku Shi Taisen Ten,DS,2008.0,Strategy,Sega,0.0,0.0,0.07,0.0,0.07
Emblem of Gundam,DS,2008.0,Strategy,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
Front Mission 2089: Border of Madness,DS,2008.0,Strategy,Square Enix,0.0,0.0,0.05,0.0,0.05
Saihai no Yukue,DS,2008.0,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
Nobunaga no Yabou DS 2,DS,2008.0,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
Defendin' De Penguin,DS,2008.0,Strategy,Zushi Games,0.02,0.0,0.0,0.0,0.02
Spore,PC,2008.0,Strategy,Electronic Arts,0.03,1.06,0.0,0.09,1.17
Command & Conquer: Red Alert 3,PC,2008.0,Strategy,Electronic Arts,0.01,0.64,0.0,0.02,0.67
